Rank,Time,Name,Code,Date of Birth,Place,City,Date,Gender,Event
201,31:04.9,Tatyana Aryasova,RUS,02/04/1979,3,Kazan,17/07/2008,Women,"10,000 m"
202,31:04.9,Meselech Melkamu,ETH,19/04/1985,3,Ostrava,06/12/2008,Women,"10,000 m"
203,31:05.0,Fernanda Ribeiro,POR,23/06/1969,1,Göteborg,08/09/1995,Women,"10,000 m"
204,31:05.1,Meseret Defar,ETH,19/11/1983,1,Nuoro,13/07/2011,Women,"10,000 m"
205,31:05.2,Olga Bondarenko,RUS,02/06/1960,1,Seoul,30/09/1988,Women,"10,000 m"
206,31:05.6,Maura Viceconte,ITA,03/10/1967,5,Heusden-Zolder,08/05/2000,Women,"10,000 m"
207,31:05.7,Kayoko Fukushi,JPN,25/03/1982,2,Kobe,25/04/2004,Women,"10,000 m"
208,31:05.9,Ingrid Kristiansen,NOR,21/03/1956,1,Roma,09/04/1987,Women,"10,000 m"
209,31:05.9,Lucy Kabuu,KEN,24/03/1984,9,Athínai,27/08/2004,Women,"10,000 m"
210,31:06.0,Derartu Tulu,ETH,21/03/1972,1,Barcelona,08/07/1992,Women,"10,000 m"
211,31:06.1,Jelena Prokopcuka,LAT,21/09/1976,10,Saint-Denis,23/08/2003,Women,"10,000 m"
212,31:06.2,Lucy Kabuu,KEN,24/03/1984,1,Okayama,27/09/2003,Women,"10,000 m"
212,31:06.2,Florence Jebet Kiplagat,KEN,27/02/1987,1,Utrecht,17/05/2007,Women,"10,000 m"
214,31:06.3,Pauline Korikwiang,KEN,01/03/1988,2,Ostrava,27/05/2010,Women,"10,000 m"
215,31:06.5,Netsanet Gudeta,ETH,12/02/1991,6,Hengelo,17/06/2015,Women,"10,000 m"
216,31:06.6,Helena Javornik,SLO,26/03/1966,10,Athínai,27/08/2004,Women,"10,000 m"
217,31:06.6,Getenesh Wami,ETH,11/12/1974,3,Atlanta,08/02/1996,Women,"10,000 m"
218,31:06.7,Hitomi Niiya,JPN,26/02/1988,1,Tokyo,06/07/2013,Women,"10,000 m"
219,31:06.8,Ayalew Wude,ETH,04/07/1987,4,Ostrava,06/12/2008,Women,"10,000 m"
220,31:06.9,Aheza Kiros Abeye,ETH,26/03/1982,5,Ostrava,06/12/2008,Women,"10,000 m"
221,31:06.9,Li Ji,CHN,19/09/1979,7,Sydney,30/09/2000,Women,"10,000 m"
222,31:07.0,Elizabeth McColgan,GBR,24/05/1964,1,Oslo,07/02/1988,Women,"10,000 m"
223,31:07.0,Vivian Cheruiyot,KEN,11/09/1983,1,Pontevedra,04/02/2011,Women,"10,000 m"
224,31:07.3,Meseret Defar,ETH,19/11/1983,1,Stockholm,30/05/2009,Women,"10,000 m"
225,31:07.6,Alla Zhilyayeva,RUS,05/02/1969,2,Tula,25/06/2004,Women,"10,000 m"
226,31:07.9,Jill Hunter,GBR,14/10/1966,2,Frankfurt,30/06/1991,Women,"10,000 m"
226,31:07.9,Yelizaveta Grechshnikova,RUS,12/12/1983,1,Moskva,06/11/2012,Women,"10,000 m"
228,31:08.1,Derartu Tulu,ETH,21/03/1972,2,Göteborg,08/09/1995,Women,"10,000 m"
229,31:08.2,Gelete Burka,ETH,15/02/1986,1,Palo Alto,04/03/2015,Women,"10,000 m"
230,31:08.2,Afera Godfay,ETH,25/09/1991,2,Sollentuna,27/06/2013,Women,"10,000 m"
231,31:08.2,Grace Momanyi,KEN,03/03/1982,6,Ostrava,06/12/2008,Women,"10,000 m"
232,31:08.3,Derartu Tulu,ETH,21/03/1972,1,Brunswick,07/01/2000,Women,"10,000 m"
233,31:08.4,Catherina McKiernan,IRL,30/11/1969,1,Villeneuve d'Ascq,17/06/1995,Women,"10,000 m"
234,31:08.4,Wang Junxia,CHN,09/01/1973,1,Jinan,06/02/1993,Women,"10,000 m"
235,31:08.4,Elizabeth McColgan,GBR,24/05/1964,2,Seoul,30/09/1988,Women,"10,000 m"
236,31:08.5,Kseniya Agafonova,RUS,25/06/1983,3,Cheboksary,23/07/2009,Women,"10,000 m"
237,31:08.7,Fernanda Ribeiro,POR,23/06/1969,1,Helsinki,13/08/1994,Women,"10,000 m"
238,31:08.8,Genet Yalew,ETH,31/12/1992,7,Hengelo,17/06/2015,Women,"10,000 m"
239,31:08.9,Natalya Berkut,UKR,30/05/1975,3,Tula,25/06/2004,Women,"10,000 m"
240,31:08.9,Werknesh Kidane,ETH,21/11/1981,1,Birmingham,30/07/2011,Women,"10,000 m"
241,31:09.0,Shalane Flanagan,USA,07/08/1981,2,Palo Alto,04/03/2015,Women,"10,000 m"
242,31:09.0,Zhou Chunxiu,CHN,15/11/1978,2,Nanjing,17/10/2005,Women,"10,000 m"
243,31:09.3,Zhang Lirong,CHN,03/03/1973,3,Beijing,09/08/1993,Women,"10,000 m"
244,31:09.3,Aberu Kebede,ETH,12/09/1989,5,Eugene,06/01/2012,Women,"10,000 m"
245,31:09.3,Sun Yingjie,CHN,03/10/1977,1,Benxi,06/10/2002,Women,"10,000 m"
246,31:09.4,Yelena Vyazova,UKR,18/04/1960,2,Roma,09/04/1987,Women,"10,000 m"
247,31:09.5,Yuko Kawakami,JPN,01/08/1975,2,Brunswick,07/01/2000,Women,"10,000 m"
248,31:09.7,Deena Kastor,USA,14/02/1973,1,Sacramento,16/07/2004,Women,"10,000 m"
249,31:10.1,Adriana Fernández,MEX,04/04/1971,3,Brunswick,07/01/2000,Women,"10,000 m"
250,31:10.2,Elvan Abeylegesse,TUR,11/09/1982,1,Barcelona,28/07/2010,Women,"10,000 m"
251,31:10.3,Alia Mohamed Saeed,UAE,18/05/1991,2,Dubai,23/04/2016,Women,"10,000 m"
252,31:10.3,Kayoko Fukushi,JPN,25/03/1982,10,London,08/03/2012,Women,"10,000 m"
253,31:10.5,Ma Liyan,CHN,03/11/1968,4,Beijing,09/08/1993,Women,"10,000 m"
253,31:10.5,Derartu Tulu,ETH,21/03/1972,4,Atlanta,08/02/1996,Women,"10,000 m"
255,31:10.6,Kayoko Fukushi,JPN,25/03/1982,11,Saint-Denis,23/08/2003,Women,"10,000 m"
256,31:10.7,Bezunesh Bekele,ETH,18/09/1983,3,Utrecht,17/06/2005,Women,"10,000 m"
257,31:10.7,Amy Cragg,USA,21/01/1984,11,London,08/03/2012,Women,"10,000 m"
258,31:11.2,Mihaela Botezan,ROU,21/02/1976,11,Athínai,27/08/2004,Women,"10,000 m"
259,31:11.3,Song Liqing,CHN,20/01/1980,7,Shanghai,19/10/1997,Women,"10,000 m"
260,31:11.3,Kathrin Weßel,GER,14/08/1967,3,Roma,09/04/1987,Women,"10,000 m"
261,31:11.6,Wang Junxia,CHN,09/01/1973,1,Nanjing,05/08/1996,Women,"10,000 m"
262,31:11.6,Kayoko Fukushi,JPN,25/03/1982,2,Okayama,27/09/2003,Women,"10,000 m"
263,31:11.7,Lisa Ondieki,AUS,12/05/1960,1,Helsinki,30/06/1992,Women,"10,000 m"
264,31:11.7,Elana Meyer,RSA,10/10/1966,2,Barcelona,08/07/1992,Women,"10,000 m"
265,31:12.3,Joanne Pavey,GBR,20/09/1973,10,Beijing,15/08/2008,Women,"10,000 m"
266,31:12.6,Zhong Huandi,CHN,28/06/1967,2,Stuttgart,21/08/1993,Women,"10,000 m"
267,31:12.6,Yelena Samokhvalova,RUS,21/11/1980,2,Tula,14/06/2005,Women,"10,000 m"
268,31:12.6,Wang Mingxia,CHN,06/06/1971,8,Shanghai,19/10/1997,Women,"10,000 m"
269,31:12.7,Janet Bawcom,USA,22/08/1978,12,London,08/03/2012,Women,"10,000 m"
270,31:12.8,Lisa Uhl,USA,31/08/1987,13,London,08/03/2012,Women,"10,000 m"
271,31:12.9,Yasemin Can,TUR,11/12/1996,1,Amsterdam,07/06/2016,Women,"10,000 m"
272,31:12.9,Sara Moreira,POR,17/10/1985,1,Huelva,04/11/2015,Women,"10,000 m"
273,31:13.1,Meraf Bahta,SWE,24/06/1989,1,Palo Alto,05/05/2017,Women,"10,000 m"
274,31:13.2,Ren Xiujuan,CHN,14/09/1974,2,Nanjing,05/08/1996,Women,"10,000 m"
275,31:13.3,Vivian Cheruiyot,KEN,11/09/1983,1,Bruxelles,07/05/2015,Women,"10,000 m"
276,31:13.4,Fernanda Ribeiro,POR,23/06/1969,1,Athínai,04/12/2003,Women,"10,000 m"
277,31:13.5,Viktoriya Klimina,RUS,01/03/1976,4,Kazan,17/07/2008,Women,"10,000 m"
278,31:13.6,Inês Monteiro,POR,18/05/1980,1,Marseille,06/05/2010,Women,"10,000 m"
279,31:13.7,Teyiba Erkasso,ETH,30/10/1982,2,Utrecht,17/05/2007,Women,"10,000 m"
280,31:13.7,Adriana Fernández,MEX,04/04/1971,1,Palo Alto,05/02/2003,Women,"10,000 m"
281,31:13.8,Olga Bondarenko,RUS,02/06/1960,1,Kiev,24/06/1984,Women,"10,000 m"
281,31:13.8,Amy Yoder-Begley,USA,11/01/1978,6,Berlin,15/08/2009,Women,"10,000 m"
283,31:13.8,Shitaye Eshete,BRN,21/05/1990,6,Moskva,08/11/2013,Women,"10,000 m"
284,31:14.0,Mihaela Botezan,ROU,21/02/1976,4,München,08/06/2002,Women,"10,000 m"
285,31:14.1,Karoline Bjerkeli Grøvdal,NOR,14/06/1990,9,Rio de Janeiro,08/12/2016,Women,"10,000 m"
286,31:14.1,Evelyn Wambui,KEN,04/04/1986,1,Yamagata,26/09/2008,Women,"10,000 m"
287,31:14.2,Sabrina Mockenhaupt,GER,06/12/1980,11,Beijing,15/08/2008,Women,"10,000 m"
288,31:14.3,Alla Zhilyayeva,RUS,05/02/1969,3,Tula,14/06/2005,Women,"10,000 m"
289,31:14.3,Lornah Kiplagat,NED,01/05/1974,1,Utrecht,20/06/2003,Women,"10,000 m"
290,31:14.3,Elizabeth McColgan,GBR,24/05/1964,1,Tokyo,30/08/1991,Women,"10,000 m"
291,31:14.5,Julia Vaquero,ESP,18/09/1970,1,Barakaldo,04/05/1997,Women,"10,000 m"
292,31:14.5,Gotytom Gebreslase,ETH,15/01/1995,10,Hengelo,29/06/2016,Women,"10,000 m"
293,31:14.7,Elana Meyer,RSA,10/10/1966,8,Sydney,30/09/2000,Women,"10,000 m"
294,31:14.8,Benita Willis,AUS,06/05/1979,2,Helsinki,26/07/2006,Women,"10,000 m"
295,31:14.8,Meselech Melkamu,ETH,19/04/1985,1,Ostrava,31/05/2011,Women,"10,000 m"
296,31:14.9,Eloise Wellings,AUS,09/11/1982,10,Rio de Janeiro,08/12/2016,Women,"10,000 m"
297,31:15.0,Linet Masai,KEN,05/12/1989,7,Ostrava,06/12/2008,Women,"10,000 m"
298,00:31:15,Galina Zakharova,RUS,07/09/1956,2,Kiev,24/06/1984,Women,"10,000 m"
299,31:15.1,Yoko Shibui,JPN,14/03/1979,1,Kawasaki,27/06/2008,Women,"10,000 m"
300,31:15.3,Tomoko Hatori,JPN,28/05/1981,3,Kobe,25/04/2004,Women,"10,000 m"
300,31:15.3,Yukiko Akaba,JPN,18/10/1979,2,Kawasaki,27/06/2008,Women,"10,000 m"
302,31:15.4,Sally Barsosio,KEN,21/03/1978,3,Stuttgart,21/08/1993,Women,"10,000 m"
302,31:15.4,Irene Cheptai,KEN,04/02/1992,1,Palo Alto,05/01/2016,Women,"10,000 m"
304,31:15.7,Ingrid Kristiansen,NOR,21/03/1956,1,Oslo,07/04/1987,Women,"10,000 m"
305,31:15.8,Jane Kiptoo,KEN,08/08/1982,8,Ostrava,06/12/2008,Women,"10,000 m"
306,31:15.9,Berhane Adere,ETH,21/07/1973,1,Marseille,30/05/2003,Women,"10,000 m"
307,31:16.0,Betsy Saina,KEN,30/06/1988,1,Palo Alto,29/04/2012,Women,"10,000 m"
308,31:16.3,Zhang Linli,CHN,06/03/1973,5,Beijing,09/08/1993,Women,"10,000 m"
309,31:16.4,Caroline Chepkoech,KEN,26/05/1994,2,Palo Alto,05/01/2016,Women,"10,000 m"
310,31:16.4,Yang Siju,CHN,19/04/1973,9,Shanghai,19/10/1997,Women,"10,000 m"
311,31:16.4,Maria Conceição Ferreira,POR,13/03/1962,2,Helsinki,30/06/1992,Women,"10,000 m"
312,31:16.4,Sara Moreira,POR,17/10/1985,14,London,08/03/2012,Women,"10,000 m"
313,31:16.5,Everline Kimwei,KEN,25/08/1987,1,Kobe,21/10/2006,Women,"10,000 m"
314,31:16.7,Priscah Cherono,KEN,27/06/1980,2,Ostrava,31/05/2011,Women,"10,000 m"
314,31:16.7,Kara Goucher,USA,09/07/1978,2,Eugene,23/06/2011,Women,"10,000 m"
316,31:16.7,Ayalew Wude,ETH,04/07/1987,7,Ostrava,27/06/2013,Women,"10,000 m"
317,31:16.9,Asmae Leghzaoui,MAR,30/08/1976,1,Tunis,09/12/2001,Women,"10,000 m"
318,31:17.1,Kara Goucher,USA,09/07/1978,3,Helsinki,26/07/2006,Women,"10,000 m"
319,31:17.2,Amy Cragg,USA,21/01/1984,2,Palo Alto,05/05/2017,Women,"10,000 m"
320,31:17.3,Zhang Yingning,CHN,04/01/1990,1,Wuhan,11/02/2007,Women,"10,000 m"
321,31:17.3,Jennifer Rhines,USA,01/07/1974,1,Palo Alto,29/04/2007,Women,"10,000 m"
322,31:17.6,Bai Xue,CHN,13/12/1988,1,Jinan,26/10/2009,Women,"10,000 m"
323,31:17.7,Tegla Loroupe,KEN,09/05/1973,3,Göteborg,08/09/1995,Women,"10,000 m"
324,31:17.7,Jelena Prokopcuka,LAT,21/09/1976,5,München,08/06/2002,Women,"10,000 m"
325,31:17.8,Beleynesh Oljira,ETH,26/06/1990,3,Ostrava,31/05/2011,Women,"10,000 m"
326,31:17.9,Deena Kastor,USA,14/02/1973,12,Saint-Denis,23/08/2003,Women,"10,000 m"
327,31:18.0,Alla Zhilyayeva,RUS,05/02/1969,13,Helsinki,08/06/2005,Women,"10,000 m"
328,31:18.1,Lisa Uhl,USA,31/08/1987,1,Palo Alto,26/03/2010,Women,"10,000 m"
329,31:18.2,Ayako Suzuki,JPN,17/12/1980,3,Palo Alto,05/01/2016,Women,"10,000 m"
330,31:18.2,Viorica Ghican,ROU,09/06/1965,1,Helsinki,27/06/1990,Women,"10,000 m"
331,31:18.4,Olga Bondarenko,RUS,02/06/1960,4,Roma,09/04/1987,Women,"10,000 m"
332,31:18.7,Sally Barsosio,KEN,21/03/1978,1,Palo Alto,30/04/2004,Women,"10,000 m"
333,31:18.7,Ayuko Suzuki,JPN,08/10/1991,1,Nagoya,24/06/2016,Women,"10,000 m"
334,31:18.8,Kayoko Fukushi,JPN,25/03/1982,3,Kawasaki,27/06/2008,Women,"10,000 m"
335,31:18.8,Philes Ongori,KEN,19/07/1986,2,Oita,30/09/2006,Women,"10,000 m"
336,31:19.0,Amy Rudolph,USA,18/09/1973,1,Palo Alto,05/01/2005,Women,"10,000 m"
337,31:19.0,Ejegayehu Dibaba,ETH,21/03/1982,1,Barakaldo,14/07/2007,Women,"10,000 m"
338,00:31:19,Werknesh Kidane,ETH,21/11/1981,2,Stockholm,30/05/2009,Women,"10,000 m"
339,31:19.0,Ana Dulce Félix,POR,23/10/1982,2,Amsterdam,07/06/2016,Women,"10,000 m"
340,31:19.1,Catherina McKiernan,IRL,30/11/1969,1,Dublin,06/12/1994,Women,"10,000 m"
341,31:19.2,Jessica Augusto,POR,08/11/1981,3,Ostrava,27/05/2010,Women,"10,000 m"
342,31:19.4,Hiromi Suzuki,JPN,06/12/1968,1,Osaka,06/09/1996,Women,"10,000 m"
343,31:19.5,Marina Ivanova,RUS,19/01/1982,5,Kazan,17/07/2008,Women,"10,000 m"
344,31:19.7,Philes Ongori,KEN,19/07/1986,1,Kobe,27/04/2008,Women,"10,000 m"
344,31:19.7,Yoko Shibui,JPN,14/03/1979,2,Kobe,27/04/2008,Women,"10,000 m"
346,31:19.7,Mihaela Botezan,ROU,21/02/1976,1,Camaiore,04/06/2002,Women,"10,000 m"
347,31:19.8,Ulrike Bruns,GDR,17/11/1953,3,Stuttgart,30/08/1986,Women,"10,000 m"
348,31:19.8,Elizabeth McColgan,GBR,24/05/1964,5,Roma,09/04/1987,Women,"10,000 m"
348,31:19.8,Yelena Vyazova,UKR,18/04/1960,3,Seoul,30/09/1988,Women,"10,000 m"
350,31:19.9,Amy Cragg,USA,21/01/1984,2,Palo Alto,29/04/2012,Women,"10,000 m"
351,31:19.9,Lynn Jennings,USA,01/07/1960,3,Barcelona,08/07/1992,Women,"10,000 m"
352,31:19.9,Winfridah Kebaso,KEN,16/05/1985,3,Oita,30/09/2006,Women,"10,000 m"
353,31:20.2,Yuko Kawakami,JPN,01/08/1975,2,Osaka,06/09/1996,Women,"10,000 m"
354,31:20.3,Ingrid Kristiansen,NOR,21/03/1956,1,Hechtel,08/10/1991,Women,"10,000 m"
355,31:20.4,Tigist Kiros,ETH,08/06/1982,4,Ostrava,31/05/2011,Women,"10,000 m"
356,31:20.5,Masako Chiba,JPN,18/07/1976,3,Osaka,06/09/1996,Women,"10,000 m"
357,31:20.5,Tegla Loroupe,KEN,09/05/1973,1,Troisdorf,17/08/1997,Women,"10,000 m"
358,31:20.6,Lidiya Grigoryeva,RUS,21/01/1974,4,Tula,14/06/2005,Women,"10,000 m"
359,31:20.6,Kathrin Weßel,GER,14/08/1967,1,Jena,28/05/1992,Women,"10,000 m"
359,31:20.6,Masako Chiba,JPN,18/07/1976,5,Atlanta,08/02/1996,Women,"10,000 m"
361,31:20.6,Kim Smith,NZL,19/11/1981,2,Palo Alto,29/04/2007,Women,"10,000 m"
362,31:20.7,Aheza Kiros Abeye,ETH,26/03/1982,2,Barakaldo,14/07/2007,Women,"10,000 m"
363,00:31:21,Kim Smith,NZL,19/11/1981,2,Palo Alto,05/01/2005,Women,"10,000 m"
364,31:21.0,Mizuki Noguchi,JPN,03/07/1978,4,Kobe,25/04/2004,Women,"10,000 m"
365,31:21.1,Zhong Huandi,CHN,28/06/1967,4,Barcelona,08/07/1992,Women,"10,000 m"
366,31:21.2,Tegla Loroupe,KEN,09/05/1973,1,Warstein,07/06/1993,Women,"10,000 m"
366,31:21.2,Katie McGregor,USA,02/09/1977,14,Helsinki,08/06/2005,Women,"10,000 m"
368,31:21.2,Aheza Kiros Abeye,ETH,26/03/1982,2,Birmingham,07/11/2009,Women,"10,000 m"
369,31:21.2,Xie Fang,CHN,26/12/1989,2,Wuhan,11/02/2007,Women,"10,000 m"
370,31:21.3,Lidiya Grigoryeva,RUS,21/01/1974,9,Sydney,30/09/2000,Women,"10,000 m"
371,31:21.3,Sabrina Mockenhaupt,GER,06/12/1980,1,Barakaldo,04/02/2005,Women,"10,000 m"
372,31:21.4,Uta Pippig,GER,07/09/1965,2,Jena,28/05/1992,Women,"10,000 m"
373,31:21.4,Kim Smith,NZL,19/11/1981,8,Berlin,15/08/2009,Women,"10,000 m"
374,31:21.6,Shitaye Eshete,BRN,21/05/1990,6,Daegu,27/08/2011,Women,"10,000 m"
375,31:21.9,Elva Dryer,USA,26/09/1971,3,Palo Alto,05/01/2005,Women,"10,000 m"
375,31:21.9,Yoko Shibui,JPN,14/03/1979,1,Kumagaya,17/05/2008,Women,"10,000 m"
377,31:22.1,Sally Chepyego,KEN,03/10/1985,7,Moskva,08/11/2013,Women,"10,000 m"
378,31:22.2,Ejegayehu Dibaba,ETH,21/03/1982,12,Beijing,15/08/2008,Women,"10,000 m"
379,31:22.4,Lucy Kabuu,KEN,24/03/1984,1,Kobe,24/04/2005,Women,"10,000 m"
380,31:22.7,Everline Kimwei,KEN,25/08/1987,4,Oita,30/09/2006,Women,"10,000 m"
381,31:22.7,Amy Begley,USA,11/01/1978,1,Eugene,25/06/2009,Women,"10,000 m"
382,31:22.7,Harumi Hiroyama,JPN,02/09/1968,1,Tokyo,10/05/1997,Women,"10,000 m"
383,31:22.8,Natalya Berkut,UKR,30/05/1975,1,Kiev,07/02/2001,Women,"10,000 m"
384,31:22.8,Nathalie De Vos,BEL,09/12/1982,3,Utrecht,17/05/2007,Women,"10,000 m"
385,31:22.8,Inga Abitova,RUS,06/03/1982,2,Barcelona,28/07/2010,Women,"10,000 m"
386,31:22.9,Hanami Sekine,JPN,26/02/1996,2,Nagoya,24/06/2016,Women,"10,000 m"
387,31:23.1,Chen Huirong,CHN,01/06/1988,3,Wuhan,11/02/2007,Women,"10,000 m"
388,31:23.1,Lyudmila Biktasheva,RUS,25/07/1974,1,Cheboksary,07/11/2002,Women,"10,000 m"
389,31:23.2,Tegla Loroupe,KEN,09/05/1973,6,Atlanta,08/02/1996,Women,"10,000 m"
390,31:23.2,Yuko Kawakami,JPN,01/08/1975,7,Atlanta,08/02/1996,Women,"10,000 m"
391,31:23.2,Wang Junxia,CHN,09/01/1973,1,Changchun,09/07/1995,Women,"10,000 m"
392,31:23.3,Yukiko Akaba,JPN,18/10/1979,1,Yokohama,23/12/2007,Women,"10,000 m"
393,31:23.4,Sabrina Mockenhaupt,GER,06/12/1980,1,Walnut,17/04/2004,Women,"10,000 m"
394,31:23.4,Shalane Flanagan,USA,07/08/1981,2,Eugene,25/06/2009,Women,"10,000 m"
395,31:23.4,Karoline Bjerkeli Grøvdal,NOR,14/06/1990,3,Amsterdam,07/06/2016,Women,"10,000 m"
396,31:23.5,Kayoko Fukushi,JPN,25/03/1982,9,Berlin,15/08/2009,Women,"10,000 m"
397,31:23.5,Sara Moreira,POR,17/10/1985,1,Bilbao,06/03/2012,Women,"10,000 m"
398,31:23.6,Terumi Asoshina,JPN,02/08/1982,2,Kobe,24/04/2005,Women,"10,000 m"
399,31:23.6,Ababel Yeshaneh,ETH,10/06/1990,8,Hengelo,17/06/2015,Women,"10,000 m"
400,31:23.9,Sabrina Mockenhaupt,GER,06/12/1980,2,Marseille,06/05/2010,Women,"10,000 m"
401,31:23.9,Liu Jingying,CHN,19/11/1971,6,Beijing,09/08/1993,Women,"10,000 m"
402,31:24.0,Elana Meyer,RSA,10/10/1966,1,Stellenbosch,02/11/1995,Women,"10,000 m"
403,31:24.0,Alice Timbilil,KEN,16/06/1983,1,Utrecht,18/06/2004,Women,"10,000 m"
404,00:31:24,Kazue Ogoshi,JPN,02/03/1981,3,Okayama,27/09/2003,Women,"10,000 m"
405,31:24.1,Julia Vaquero,ESP,18/09/1970,1,Leiria,04/06/1996,Women,"10,000 m"
406,31:24.1,Ayalew Wude,ETH,04/07/1987,5,Ostrava,31/05/2011,Women,"10,000 m"
407,31:24.1,Silvia Sommaggio,ITA,20/11/1969,6,Heusden-Zolder,08/05/2000,Women,"10,000 m"
408,31:24.2,Jennifer Rhines,USA,01/07/1974,4,Helsinki,26/07/2006,Women,"10,000 m"
409,31:24.2,Alice Nawowuna,KEN,11/03/1994,1,Brazzaville,16/09/2015,Women,"10,000 m"
410,31:24.2,Lineth Chepkurui,KEN,23/02/1988,4,Palo Alto,05/01/2011,Women,"10,000 m"
411,31:24.3,Kim Smith,NZL,19/11/1981,15,Helsinki,08/06/2005,Women,"10,000 m"
412,31:24.3,Yumiko Hara,JPN,09/01/1982,3,Kobe,24/04/2005,Women,"10,000 m"
413,31:24.4,Fernanda Ribeiro,POR,23/06/1969,1,Barakaldo,07/09/2000,Women,"10,000 m"
414,31:25.1,Elvan Abeylegesse,TUR,11/09/1982,1,Ferrara,04/07/2007,Women,"10,000 m"
415,31:25.2,Olga Bondarenko,RUS,02/06/1960,1,Moskva,06/09/1985,Women,"10,000 m"
416,31:25.3,Dulce María Rodríguez,MEX,14/08/1972,4,Palo Alto,05/01/2005,Women,"10,000 m"
417,31:25.5,Sally Kipyego,KEN,19/12/1985,3,Palo Alto,05/04/2008,Women,"10,000 m"
418,31:25.5,Eyerusalem Kuma,ETH,04/11/1981,2,Utrecht,18/06/2004,Women,"10,000 m"
419,31:25.6,Shalane Flanagan,USA,07/08/1981,7,Daegu,27/08/2011,Women,"10,000 m"
420,31:25.6,Gotytom Gebreslase,ETH,15/01/1995,3,Palo Alto,05/05/2017,Women,"10,000 m"
421,31:25.8,Jessica Augusto,POR,08/11/1981,3,Barcelona,28/07/2010,Women,"10,000 m"
422,31:25.9,Katie McGregor,USA,02/09/1977,5,Palo Alto,05/01/2005,Women,"10,000 m"
423,31:26.0,Mestawat Tufa,ETH,14/09/1983,1,El Djezair,21/07/2007,Women,"10,000 m"
424,31:26.1,Inga Abitova,RUS,06/03/1982,1,Zhukovskiy,14/07/2007,Women,"10,000 m"
425,31:26.1,Joyce Chepkirui,KEN,20/08/1988,1,Melbourne,12/10/2011,Women,"10,000 m"
426,31:26.1,Elizabeth McColgan,GBR,24/05/1964,5,Barcelona,08/07/1992,Women,"10,000 m"
427,31:26.3,Susie Power,AUS,26/03/1975,1,Melbourne,12/06/2001,Women,"10,000 m"
428,31:26.5,Iulia Olteanu,ROU,26/01/1967,8,Atlanta,08/02/1996,Women,"10,000 m"
429,31:26.5,Kara Goucher,USA,09/07/1978,1,Portland,31/05/2008,Women,"10,000 m"
430,31:26.5,Sara Moreira,POR,17/10/1985,3,Marseille,06/05/2010,Women,"10,000 m"
431,31:26.7,Jennifer Rhines,USA,01/07/1974,16,Helsinki,08/06/2005,Women,"10,000 m"
432,31:26.7,Yuko Kawakami,JPN,01/08/1975,2,Tokyo,10/05/1997,Women,"10,000 m"
433,31:26.8,Kathrin Weßel,GER,14/08/1967,1,Potsdam,06/08/1988,Women,"10,000 m"
434,31:26.8,Harumi Hiroyama,JPN,02/09/1968,4,Sevilla,26/08/1999,Women,"10,000 m"
435,31:26.9,Elva Dryer,USA,26/09/1971,2,Palo Alto,05/02/2003,Women,"10,000 m"
436,31:26.9,Joanne Pavey,GBR,20/09/1973,1,Watford,30/06/2007,Women,"10,000 m"
436,31:26.9,Emily Infeld,USA,21/03/1990,11,Rio de Janeiro,08/12/2016,Women,"10,000 m"
438,00:31:27,Wang Xiuting,CHN,16/02/1965,1,Guangzhou,29/11/1987,Women,"10,000 m"
439,31:27.0,Sabrina Mockenhaupt,GER,06/12/1980,4,Palo Alto,05/04/2008,Women,"10,000 m"
440,31:27.1,Julia Vaquero,ESP,18/09/1970,9,Atlanta,08/02/1996,Women,"10,000 m"
441,31:27.1,Molly Huddle,USA,31/08/1984,5,Palo Alto,05/04/2008,Women,"10,000 m"
442,31:27.3,Bao Guiying,CHN,20/01/1986,3,Nanjing,17/10/2005,Women,"10,000 m"
443,31:27.4,Yuko Kawakami,JPN,01/08/1975,10,Sydney,30/09/2000,Women,"10,000 m"
444,31:27.6,Chiemi Takahashi,JPN,16/02/1976,1,Sendai,16/05/1998,Women,"10,000 m"
445,31:27.6,Raisa Sadreydinova,RUS,09/05/1950,1,Odessa,09/07/1983,Women,"10,000 m"
445,31:27.6,Derartu Tulu,ETH,21/03/1972,1,Mito,05/07/1995,Women,"10,000 m"
447,31:27.6,Chiemi Takahashi,JPN,16/02/1976,5,Sevilla,26/08/1999,Women,"10,000 m"
448,31:27.7,Jackline Chepngeno,KEN,16/01/1993,2,Durban,25/06/2016,Women,"10,000 m"
449,31:27.8,Tiki Gelana,ETH,22/10/1987,9,Ostrava,06/12/2008,Women,"10,000 m"
450,31:27.8,Maria Guida,ITA,23/01/1966,4,Göteborg,08/09/1995,Women,"10,000 m"
451,31:27.8,Salina Kosgei,KEN,16/11/1976,1,Manchester,30/07/2002,Women,"10,000 m"
452,31:27.9,Jelena Prokopcuka,LAT,21/09/1976,1,Lisboa,04/01/2000,Women,"10,000 m"
453,31:28.0,Edith Masai,KEN,04/04/1967,1,Bambous,08/12/2006,Women,"10,000 m"
454,31:28.0,Hou Juhua,CHN,01/01/1967,2,Guangzhou,29/11/1987,Women,"10,000 m"
455,31:28.1,Wang Xiuting,CHN,16/02/1965,6,Barcelona,08/07/1992,Women,"10,000 m"
456,31:28.1,Sally Chepyego,KEN,03/10/1985,1,Kobe,19/04/2014,Women,"10,000 m"
